Nama Kampus,Sinta score
Universitas Logistik dan Bisnis Internasional,8.473
Universitas Islam Kebangsaan Indonesia,8.469
STKIP PGRI Bangkalan,8.467
Universitas Banten Jaya,8.451
Institut Teknologi Padang,8.419
Sekolah Tinggi Ilmu Ekonomi Amkop Makassar,8.385
Universitas Baturaja,8.384
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Citra Bakti,8.351
Universitas Muhammadiyah Kotabumi,8.328
Universitas Dinamika Bangsa,8.328
Universitas Alkhairaat,8.324
Universitas Mitra Bangsa,8.300
Universitas Informatika Dan Bisnis Indonesia,8.281
Institut Shanti Bhuana,8.274
Universitas Batam,8.254
IAIN Pontianak,8.238
Universitas Atma Jaya Makassar,8.236
Politeknik Negeri Madura,8.214
Universitas Kebangsaan Republik Indonesia,8.200
Universitas Tjut Nyak Dhien,8.156
Politeknik Negeri Subang,8.151
Sekolah Tinggi Ilmu Kesehatan Majapahit,8.126
Poltekkes Kemenkes Maluku,8.056
Politeknik Manufaktur Negeri Bangka Belitung,8.055
Politeknik Kesehatan Kementerian Kesehatan Surakarta,8.028
Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,8.017
Sekolah Tinggi Ilmu Kesehatan Binalita Sudama,8.008
Sekolah Tinggi Ilmu Ekonomi Bima,7.974
Politeknik Pariwisata Lombok,7.971
Universitas Universal,7.962
Universitas Bhinneka PGRI,7.948
Universitas Mercubaktijaya,7.947
Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar,7.933
Universitas Perintis Indonesia,7.922
STIKES Guna Bangsa Yogyakarta,7.902
Universitas PGRI Kalimantan,7.900
Universitas Satya Negara Indonesia,7.886
Universitas IPWIJA,7.879
Sekolah Tinggi Ilmu Kesehatan Bethesda Yakkum,7.823
Institut Kesehatan dan Teknologi Al Insyirah,7.802
Politeknik Kesehatan Kementerian Kesehatan Mamuju,7.796
Sekolah Tinggi Ilmu Ekonomi KBP,7.777
Institut Kesehatan Rajawali,7.775
Universitas Kahuripan Kediri,7.711
STKIP Kusumanegara,7.704
Universitas Dharmas Indonesia,7.690
STIKES Katolik St Vincentius A Paulo Surabaya,7.678
Universitas Muslim Maros,7.678
Institut Islam Mambaul Ulum Surakarta,7.666
Universitas Wanita Internasional,7.654
Institut Teknologi Kesehatan dan Sains Wiyata Husada Samarinda,7.651
Sekolah Tinggi Ilmu Kesehatan Pamenang,7.644
Institut Agama Islam Negeri Kediri,7.638
Politeknik Negeri Bengkalis,7.620
STKIP Persada Khatulistiwa,7.588
Universitas Nahdlatul Ulama Purwokerto,7.585
STAIN Teungku Dirundeng Meulaboh,7.517
Universitas Alwashliyah,7.473
Universitas Nurtanio,7.466
STIKES Adi Husada,7.405
--disable--IAIN Syekh Nurjati Cirebon,7.384
Politeknik Statistika STIS,7.378
Institut  Teknologi Telkom Surabaya,7.361
Universitas Maritim AMNI,7.340
Politeknik Kesehatan Kementerian Kesehatan Jambi,7.336
Institut Agama Kristen Negeri Tarutung,7.340
Sekolah Tinggi Manajemen Asuransi Trisakti,7.333
Institut Teknologi dan Bisnis Ahmad Dahlan,7.323
Akademi Farmasi Surabaya,7.309
Institut Teknologi Dan Sains Nahdlatul Ulama Pekalongan,7.304
Universitas Awal Bros,7.274
Universitas Teknologi Digital Indonesia,7.238
Universitas Muhammadiyah Muara Bungo,7.228
Universitas Handayani Makassar,7.223
Universitas Muhammadiyah Manado,7.221
Universitas Sumatera Barat,7.173
Sekolah Tinggi Teknologi Wastukancana,7.159
Institut Agama Islam Bunga Bangsa Cirebon,7.159
Universitas Nasional Karangturi Semarang,7.136
Universitas IBBI,7.126
Universitas Achmad Yani Banjarmasin,7.106
Universitas Pasifik Morotai,7.091
Universitas Gajah Putih,7.079
Universitas Islam Zainul Hasan Genggong,7.074
Institut Pendidikan Tapanuli Selatan,7.060
Sekolah Tinggi Ilmu Kesehatan Kuningan,7.013
Institut Bakti Nusantara,7.006
Institut Ilmu Kesehatan dan Teknologi Muhammadiyah Palembang,6.974
STIE Pembangunan Tanjungpinang,6.969
Universitas Muhammadiyah Klaten,6.955
Universitas Muhammadiyah Sinjai,6.931
Universitas Madako Tolitoli,6.931
Politeknik Kesehatan Kementerian Kesehatan Jayapura,6.928
Universitas Agung Podomoro,6.920
Universitas Sebelas April,6.885
Sekolah Tinggi Ilmu Ekonomi Mahardhika,6.884
Sekolah Tinggi Ilmu Kesehatan Sint Carolus,6.882
Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta,6.875
Universitas Muhammadiyah A.R. Fachruddin,6.873
Universitas La Tansa Mashiro,6.867
Universitas Borneo Lestari,6.867
Universitas Indonesia Membangun,6.864
Universitas Batanghari Jambi,6.863
Universitas Pradita,6.856
Sekolah Tinggi Ilmu Kesehatan RS Husada,6.853
Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta,6.811
Universitas La Tansa Mashiro,6.805
Sekolah Tinggi Ilmu Ekonomi Mahardhika,6.801
Sekolah Tinggi Ilmu Kesehatan Payung Negeri,6.792
Politeknik Sahid,6.783
Universitas Widya Kartika,6.780
Universitas Muhammadiyah Kudus,6.755
Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin,6.747
Universitas Islam Jember,6.739
Politeknik Pariwisata Makassar,6.706
Politeknik Internasional Bali,6.683
Sekolah Tinggi Ilmu Ekonomi Bank Bpd Jawa Tengah,6.668
Sekolah Tinggi Informatika & Komputer Indonesia,6.601
Universitas Cahaya Prima,6.601
Universitas Islam Batik Surakarta,6.601
Politeknik Kesehatan Bhakti Mulia,6.578
Universitas Murni Teguh,6.577
Universitas Subang,6.539
Politeknik Kesehatan Kementerian Kesehatan Pontianak,6.532
Universitas Peradaban,6.521
Sekolah Tinggi Teknologi Kedirgantaraan,6.499
Sekolah Tinggi Ilmu Farmasi Nusaputera,6.492
Politeknik Negeri Tanah Laut,6.484
Universitas Primakara,6.484
Institut Kesehatan dan Teknologi Graha Medika,6.475
Sekolah Tinggi Ilmu Kesehatan Rustida,6.467
Sekolah Tinggi Teologi Moriah Tangerang,6.458
Sekolah Tinggi Manajemen Informatika dan Komputer Sinar Nusantara,6.449
Institut Agama Kristen Negeri Manado,6.442
Universitas Sawerigading Makassar,6.440
Sekolah Tinggi Ilmu Kesehatan Panrita Husada,6.435
Universitas Muhammadiyah Kupang,6.432
Universitas Nahdlatul Ulama Sumatera Barat,6.427
STMIK IKMI Cirebon,6.425
Politeknik Negeri Ketapang,6.420
STKIP Yapis Dompu,6.391
Poltekkes Kemenkes Tanjung Karang,6.380
Politeknik Kesehatan Kementerian Kesehatan Yogyakarta,6.361
Sekolah Tinggi Ilmu Ekonomi AMA,6.339
Universitas Nahdlatul Wathan Mataram,6.331
Institut Teknologi Sains dan Kesehatan PKU Muhammadiyah Surakarta,6.318
Institut Teknologi Bisnis AAS Indonesia,6.316
Sekolah Tinggi Farmasi Indonesia,6.311
Politeknik Kesehatan Kementerian Kesehatan Sorong,6.310
Sekolah Tinggi Ilmu Kesehatan Budi Kemuliaan,6.281
Universitas Sintuwu Maroso Poso,6.281
Universitas Ivet,6.257
Sekolah Tinggi Ilmu Kesehatan Karya Kesehatan,6.214
IAIN Manado,6.171
Universitas Muhammadiyah Jambi,6.148
Universitas Muhammadiyah Jambi,6.148
Universitas YPPI Rembang,6.143
Institut Agama Hindu Negeri Gde Pudja Mataram,6.143
Institut Agama Islam Hamzanwadi Nahdlatul Wathan Lombok Timur,6.104
Universitas Teknologi Bandung,6.081
Universitas Citra Bangsa,6.077
Universitas Ichsan Satya,6.073
Politeknik Kesehatan Kementerian Kesehatan Riau,6.039
Universitas Gajayana,6.029
Universitas Katolik De La Salle Manado,6.026
STMIK Lombok,6.011
STIKES Mitra Husada Karanganyar,6.001
Institut Ahmad Dahlan Probolinggo,6.001
Sekolah Tinggi Ilmu Ekonomi Widya Wiwaha,6.001
Universitas Dharma Andalas,5.998
Politeknik Kesehatan Kementerian Kesehatan Mataram,5.990
Sekolah Tinggi Ilmu Farmasi Yayasan Pharmasi Semarang,5.981
Universitas Metamedia,5.977
STIKES Yarsi Pontianak,5.957
Sekolah Tinggi Ilmu Kesehatan Nani Hasanuddin,5.954
STIKES Yarsi Pontianak,5.957
Sekolah Tinggi Ilmu Kesehatan Nani Hasanuddin,5.955
Institut Agama Kristen Negeri Kupang,5.948
Universitas Nahdlatul Ulama Yogyakarta,5.945
Politeknik Wilmar Bisnis Indonesia,5.930
Universitas Muhammadiyah Ahmad Dahlan Cirebon,5.925
Universitas Samawa,5.893
Universitas Tulang Bawang,5.887
Universitas Tribuana Kalabahi,5.870
Sekolah Tinggi Ilmu Tarbiyah Rakeyan Santang Karawang Jawa Barat,5.861
Universitas PGRI Wiranegara,5.833
Sekolah Tinggi Agama Islam Negeri Bengkalis,5.827
Universitas Muara Bungo,5.822
Sekolah Tinggi Ilmu Kesehatan Harapan Ibu Jambi,5.812
Universitas Faletehan,5.809
Universitas Sahid Surakarta,5.807
Universitas Syedza Saintika,5.783
Institut Seni Budaya Indonesia Aceh,5.749
Universitas Kristen Indonesia Tomohon,5.742
Institut Teknologi dan Bisnis Ahmad Dahlan Lamongan,5.734
Universitas Karya Husada Semarang,5.734
Universitas Mahaputra Muhammad Yamin,5.675
Sekolah Tinggi Ilmu Ekonomi Tri Dharma Nusantara,5.664
Universitas Insan Pembangunan Indonesia,5.664
Universitas Samawa,5.636
STMIK Amik Riau,5.628
Politeknik LP3I Jakarta,5.619
STIKES Senior Medan,5.603
Institut Bisnis dan Keuangan Nitro,5.587
Sekolah Tinggi Ilmu Kesehatan Ngudia Husada Madura,5.580
Universitas Surakarta,5.569
Universitas Cokroaminoto Yogyakarta,5.541
Sekolah Tinggi Ilmu Ekonomi Pariwisata YAPARI,5.541
Universitas Islam Jakarta,5.532
Politeknik Siber dan Sandi Negara,5.505
Institut Agama Islam Az-Zaytun Indonesia,5.505
Universitas Muhammadiyah Tapanuli Selatan,5.478
Akademi Komunitas Negeri Putra Sang Fajar Blitar,5.461
STIKOM Tunas Bangsa,5.447
Universitas Ma'soem,5.431
Universitas Ma'soem,5.431
Institut Pesantren Sunan Drajat Lamongan,5.416
Sekolah Tinggi Ilmu Kesehatan Bakti Utama Pati,5.409
Sekolah Tinggi Ilmu Ekonomi Malangkucecwara,5.389
Universitas KH. Abdul Chalim,5.383
Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,5.371
Universitas Panji Sakti Singaraja,5.371
Universitas Widya Mataram,5.367
Universitas Palembang,5.365
Universitas Nahdlatul Ulama Lampung,5.359
Sekolah Tinggi Ilmu Farmasi Padang,5.324
Universitas Bina Sehat PPNI Mojokerto,5.314
Sekolah Tinggi Ilmu Kesehatan Banten,5.309
Sekolah Tinggi Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi,5.308
Politeknik Keuangan Negara STAN,5.274
Politeknik Maritim Negeri Indonesia,5.272
Institut Teknologi dan Kesehatan Mahardika,5.264
Sekolah Tinggi Teknologi Muhammadiyah Cileungsi,5.258
Universitas Imelda Medan,5.240
Sekolah Tinggi Pembangunan Masyarakat Santa Ursula,5.233
Politeknik Kesehatan Kementerian Kesehatan Tasikmalaya,5.208
Politeknik Kelautan dan Perikanan Karawang,5.172
Universitas Sumatera Selatan,5.170
Universitas Primagraha,5.150
Sekolah Tinggi Agama Buddha Negeri Raden Wijaya,5.134
Universitas Islam Kuantan Singingi,5.133
STMIK Palangka Raya,5.132
Sekolah Tinggi Ilmu Kesehatan Makassar,5.096
Sekolah Tinggi Teknologi Ronggolawe,5.095
Universitas Darwan Ali,5.095
Sekolah Tinggi Ilmu Kesehatan Makassar,5.097
Sekolah Tinggi Ilmu Ekonomi Sutaatmadja,5.096
Universitas Ubudiyah Indonesia,5.095
Sekolah Tinggi Teknologi Ronggolawe,5.095
Sekolah Tinggi Ilmu Kesehatan Sapta Bakti,5.061
Politeknik Unggulan Kalimantan,5.057
Universitas Cokroaminoto Makassar,5.057
Sekolah Tinggi Ilmu Ekonomi Satya Dharma,5.049
Universitas Darwan Ali,5.043
Politeknik Sandi Karsa,5.037
Universitas Ubudiyah Indonesia,5.016
Universitas Teknologi Akba Makassar,5.014
Universitas Mitra Indonesia,4.990
STKIP PGRI Trenggalek,4.988
STIE Indonesia Banking School,4.978
Institut Ilmu Sosial dan Bisnis Andi Sapada,4.976
Institut Sains dan Kependidikan Kie Raha Maluku Utara,4.973
STIKES Panti Waluya Malang,4.971
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al Maksum,4.959
Sekolah Tinggi Manajemen Informatika Dan Komputer Amika Soppeng,4.915
Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Sumenep,4.900
Sekolah Tinggi Ilmu Farmasi Bhakti Pertiwi,4.893
Universitas Muhammadiyah Mamuju,4.888
Sekolah Tinggi Ilmu Kesehatan ISFI Banjarmasin,4.880
Badan Penyuluhan dan Pengembangan SDM Pertanian,4.874
Universitas Nahdlatul Ulama Cirebon,4.855
Universitas Sjakhyakirti,4.853
Politeknik Insan Husada Surakarta,4.843
Institut Teknologi Sains Bandung,4.797
Sekolah Tinggi Ilmu Kesehatan Kesdam IX/Udayana,4.787
STIKES Pelita Ibu,4.785
Universitas Selamat Sri,4.779
Sekolah Tinggi Ilmu Ekonomi Sakti Alam Kerinci,4.779
Institut Teknologi Bacharuddin Jusuf Habibie,4.775
Universitas Muhammadiyah Bulukumba,4.748
Universitas Sains Dan Teknologi Jayapura,4.747
Sekolah Tinggi Ilmu Farmasi Pelita Mas Palu,4.722
Universitas Darussalam Ambon,4.705
Politeknik Negeri Ambon,4.704
Sekolah Tinggi Pertanahan Nasional,4.700
Institut Kesehatan dan Teknologi Pondok Karya Pembangunan,4.690
Universitas Pohuwato,4.678
Sekolah Tinggi Manajemen Informatika dan Komputer Royal,4.667
Politeknik LP3I Medan,4.648
STMIK Primakara,4.647
STIKES Tri Mandiri Sakti Bengkulu,4.644
Universitas Bandung,4.639
Universitas Muhammadiyah Lampung,4.639
Sekolah Tinggi Teologi Real Batam,4.626
SEKOLAH TINGGI PARIWISATA MATARAM,4.599
Universitas Iskandar Muda,4.594
Universitas Pancasakti Makassar,4.594
Universitas Battuta,4.580
Universitas Koperasi Indonesia,4.571
Politeknik Kelautan dan Perikanan Dumai,4.553
Universitas Lelemuku Saumlaki,4.552
Institut Sains Dan Bisnis Internasional Singkawang,4.552
Politeknik Kesehatan Kementerian Kesehatan Jakarta I,4.548
"STAI Al-Hikmah Pariangan Batusangkar, Tanah Datar",4.546
Universitas Rokania,4.546
Sekolah Tinggi Ilmu Kesehatan Kesdam IV / Diponegoro,4.534
Politeknik Indonusa Surakarta,4.528
Sekolah Tinggi Ilmu Ekonomi Stan Im,4.525
Politeknik Perikanan Negeri Tual,4.517
Universitas Muhammadiyah Papua,4.515
STMIK Kaputama,4.494
Universitas Borobudur,4.484
Universitas Bani Saleh,4.480
Institut Desain dan Bisnis Bali,4.479
Universitas Victory Sorong,4.468
Universitas Victory Sorong,4.468
STKIP PGRI Bandar Lampung,4.459
Sekolah Tinggi Ilmu Kesehatan Fatmawati,4.453
Universitas Mayjen Sungkono,4.440
Institut Teknologi Sawit Indonesia,4.435
STKIP PGRI Situbondo,4.434
Sekolah Tinggi Ilmu Kesehatan Respati,4.430
Universitas Yos Soedarso,4.424
Sekolah Tinggi Agama Islam Negeri Mandailing Natal,4.414
Sekolah Tinggi Ilmu Kesehatan Elisabeth Semarang,4.388
Sekolah Tinggi Ilmu Kesehatan Panti Kosala,4.361
Sekolah Tinggi Agama Hindu Negeri Mpu Kuturan Singaraja,4.359
Universitas Al-Amien Prenduan,4.350
Universitas Mbojo Bima,4.348
Politeknik Penerbangan Surabaya,4.344
Politeknik Jambi,4.333
Sekolah Tinggi Ilmu Ekonomi Pasundan,4.327
Universitas Perwira Purbalingga,4.325
Politeknik Bina Husada Kendari,4.315
Universitas Teknologi Mataram,4.283
STKIP Harapan Bima,4.276
Sekolah Tinggi Ilmu Kesehatan Panti Rapih Yogyakarta,4.272
Sekolah Tinggi Agama Islam Negeri Majene,4.263
Universitas Lamappapoleonro,4.251
Politeknik Teknologi Nuklir Indonesia,4.247
Universitas Bale Bandung,4.241
Sekolah Tinggi Ilmu Ekonomi Ganesha,4.235
Institut Sains Teknologi dan Kesehatan Insan Cendekia Husada Bojonegoro,4.204
Universitas PTIQ Jakarta,4.200
STKIP Modern Ngawi,4.186
Universitas Asa Indonesia,4.173
STKIP YPUP Makassar,4.161
Institut Agama Islam Nahdlatul Ulama (IAI NU) Kebumen,4.158
Institut Agama Islam Negeri Sorong,4.158
Politeknik Transportasi Darat Indonesia-STTD,4.142
Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,4.141
Sekolah Tinggi Ilmu Komputer El Rahma,4.134
Politeknik STTT Bandung,4.130
Universitas Pignatelli Triputra,4.125
Sekolah Tinggi Teknologi Dumai,4.116
Universitas Islam Internasional Indonesia,4.117
STIKES Karsa Husada Garut,4.092
Institut Teknologi Kesehatan Cendekia Utama Kudus,4.083
Institut Teknologi Kesehatan dan Sains Muhammadiyah Sidrap,4.073
Universitas Kutai Kartanegara Tenggarong,4.073
Sekolah Tinggi Teologi Injili Indonesia Yogyakarta,4.071
STKIP PGRI Nganjuk,4.069
Sekolah Tinggi Ilmu Ekonomi Semarang,4.067
Institut Filsafat dan Teknologi Kreatif Ledalero,4.066
Universitas Ma'arif Lampung,4.061
Institut Teknologi dan Sains Nahdlatul Ulama Kalimantan,4.061
Institut Pendidikan Nusantara Global,4.058
STMIK Tasikmalaya,4.052
Akademi Kebidanan Harapan Bunda Bima,4.051
Politeknik Ganesha Medan,4.015
Universitas Sugeng Hartono,4.014
Universitas Mahkota Tricom Unggul,3.988
Politeknik Transportasi Sungai Danau dan Penyeberangan,3.970
Institut Bisnis Informasi Teknologi dan Bisnis,3.970
Universitas Ma'arif Nahdlatul Ulama Kebumen,3.964
Universitas Bhamada Slawi,3.962
Disable -- Sekolah Tinggi Ilmu Kesehatan Santo Borromeus,3.957
STIKES Bina Usada Bali,3.942
Sekolah Tinggi Manajemen Informatika dan Komputer Pelita Nusantara,3.941
Institut Teknologi dan Bisnis Maritim Balik Diwa,3.938
Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Aceh,3.934
Politeknik Pembangunan Pertanian Malang,3.934
Politeknik Pembangunan Pertanian Yogyakarta - Magelang,3.931
Sekolah Tinggi Ilmu Kesehatan Surya Global,3.926
Politeknik Kesehatan Kementerian Kesehatan Palangka Raya,3.922
Institut Teknologi dan Kesehatan Avicenna,3.917
Politeknik AKA Bogor,3.910
Politeknik Perkeretaapian Indonesia Madiun,3.908
Sekolah Tinggi Ilmu Pelayaran Jakarta,3.903
Sekolah Tinggi Ilmu Kesehatan Notokusumo Yogyakarta,3.902
Universitas Teknologi Muhammadiyah Jakarta,3.899
Sekolah Tinggi Ilmu Kesehatan Salewangang Maros,3.897
Sekolah Tinggi Filsafat Teologi Widya Sasana,3.895
Universitas Islam An Nur Lampung,3.891
Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna,3.890
Sekolah Tinggi Ilmu Sosial Dan Ilmu Politik Bina Putera Banjar,3.863
Sekolah Tinggi Ekonomi dan Bisnis Syariah (STEBIS) Indo Global Mandiri,3.859
Politeknik Bosowa,3.851
Politeknik Pembangunan Pertanian Malang,3.847
Sekolah Tinggi Teknologi Pekanbaru,3.844
Sekolah Tinggi Olahraga Dan Kesehatan Bina Guna,3.832
Universitas Qomaruddin,3.815
Universitas Pandanaran,3.808
Sekolah Tinggi Teologi ATI Anjungan Pontianak,3.800
Politeknik STMI Jakarta,3.799
Universitas Sunan Giri Surabaya,3.794
Institut Teknologi Pagar Alam,3.791
SEKOLAH TINGGI ILMU KESEHATAN SAMARINDA,3.790
Institut Sains Dan Teknologi Nasional,3.787
Sekolah Tinggi Ilmu Kesehatan Al-Sua'ibah,3.785
Universitas Satya Terra Bhinneka,3.778
Politeknik Pelayaran Surabaya,3.742
Institut Sains Teknologi dan Kesehatan 'Aisyiyah Kendari,3.737
Universitas Nahdlatul Ulama Kalimantan Timur,3.735
Universitas Pejuang Republik Indonesia,3.711
Universitas Pejuang Republik Indonesia,3.711
STT Bethel Indonesia Jakarta,3.702
Universitas Kristen Surakarta,3.701
Universitas Nahdlatul Ulama Kalimantan Barat,3.695
Universitas Al-ghifari,3.691
Universitas Linggabuana PGRI Sukabumi,3.687
Universitas San Pedro,3.683
Universitas Dharma AUB Surakarta,3.675
Universitas Islam Al-Ihya Kuningan,3.659
STAIN Sultan Abdurrahman Kepulauan Riau,3.659
Sekolah Tinggi Ilmu Kesehatan Cirebon,3.628
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Melawi,3.614
Institut Teknologi dan Bisnis Bina Sarana Global,3.614
Universitas Hafshawaty Zainul Hasan,3.605
Universitas Islam An Nur Lampung,3.604
Sekolah Tinggi Ilmu Ekonomi Bangkinang,3.583
Institut Informatika Indonesia Surabaya,3.582
Universitas Horizon Indonesia,3.579
Sekolah Tinggi Bahasa Asing Yapari-ABA,3.571
Universitas Safin Pati,3.539
Sekolah Tinggi Teknologi Mandala,3.515
St Ilmu Komputer Cipta Karya Informatika,3.505
Universitas Nahdlatul Ulama Surakarta,3.504
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,3.486
Sekolah Tinggi Ilmu Ekonomi Aprin,3.483
Universitas Kristen Papua,3.480
Universitas Teknologi Sulawesi,3.471
Universitas Putra Indonesia Cianjur,3.458
Politeknik Aceh,3.438
Universitas Mayasari Bakti,3.434
Poltekkes Kemenkes Tanjung Pinang,3.411
Sekolah Tinggi Ilmu Komunikasi Almameter Wartawan Surabaya,3.408
Politeknik Energi dan Mineral Akamigas,3.402
Politeknik Medica Farma Husada Mataram,3.395
Universitas Bina Mandiri Gorontalo,3.387
Politeknik Pariwisata Batam,3.377
Sekolah Tinggi Ilmu Kesehatan Bina Husada,3.368
Disable -- STIKES Bina Sehat PPNI Mojokerto,3.366
Universitas Nurdin Hamzah,3.362
Universitas Santo Borromeus,3.345
STIKES Karya Putra Bangsa Tulungagung,3.340
Universitas Musi Rawas,3.339
STIKES Maluku Husada,3.329
Sekolah Tinggi Ilmu Kesehatan Papua,3.327
Politeknik Kelautan dan Perikanan Sorong,3.325
Sekolah Tinggi Ilmu Kesehatan Mitra Ria Husada,3.325
Sekolah Tinggi Ilmu Kesehatan Mutiara Mahakam Samarinda,3.315
